algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSCore,134,154,249,38346,24750.7,8537430,0,8537430,0,0,0,0,0,0,0,-1,38346,100,ok
BBMSInter,134,154,249,38346,24750.7,69260,392413,461673,76188,0,0,0,0,0,0,-1,38346,100,ok
BBMSDppInstant,134,154,249,38346,24750.7,69260,161717,230977,76188,2593,13158,2593,0,0,0,-1,38346,100,ok
BBMSDppStepwise,134,154,249,38346,24750.7,69260,161717,230977,76188,2593,12186,9302,0,0,0,-1,38346,100,ok
DijkstraPrims,134,154,249,38346,24750.7,0,0,0,0,0,0,0,2151,1734,436,321.833,1734,4.52198,ok
BBMSCore,135,154,455,70070,11288.2,32455476,0,32455476,0,0,0,0,0,0,0,-1,70070,100,ok
BBMSInter,135,154,455,70070,11288.2,110868,1291492,1402360,139238,0,0,0,0,0,0,-1,70070,100,ok
BBMSDppInstant,135,154,455,70070,11288.2,110868,319930,430798,139238,4725,33857,4725,0,0,0,-1,70070,100,ok
BBMSDppStepwise,135,154,455,70070,11288.2,110868,319930,430798,139238,4725,28417,22512,0,0,0,-1,70070,100,ok
DijkstraPrims,135,154,455,70070,11288.2,0,0,0,0,0,0,0,45889,45636,337,242.978,45636,65.1292,ok
BBMSCore,136,154,20006,3080924,1.51371e+06,25526930056,0,25526930056,0,0,0,0,0,0,0,-1,3080924,100,ok
BBMSInter,136,154,20006,3080924,1.51371e+06,4537752,1885988583,1890526335,6130708,0,0,0,0,0,0,-1,3080924,100,ok
BBMSDppInstant,136,154,20006,3080924,1.51371e+06,4537752,14618726,19156478,6130708,222643,2935940,222643,0,0,0,-1,3080924,100,ok
BBMSDppStepwise,136,154,20006,3080924,1.51371e+06,4537752,14618726,19156478,6130708,222643,2410628,2141305,0,0,0,-1,3080924,100,ok
DijkstraPrims,136,154,20006,3080924,1.51371e+06,0,0,0,0,0,0,0,1570280,1561254,9029,1662.34,1561254,50.6749,ok
BBMSCore,137,154,1899,292446,2.08547e+07,89646864,0,89646864,0,0,0,0,0,0,0,-1,292446,100,ok
BBMSInter,137,154,1899,292446,2.08547e+07,286068,4985653,5271721,582742,0,0,0,0,0,0,-1,292446,100,ok
BBMSDppInstant,137,154,1899,292446,2.08547e+07,286068,1603655,1889723,582742,23104,695794,23104,0,0,0,-1,292446,100,ok
BBMSDppStepwise,137,154,1899,292446,2.08547e+07,286068,1603655,1889723,582742,23104,287173,228038,0,0,0,-1,292446,100,ok
DijkstraPrims,137,154,1899,292446,2.08547e+07,0,0,0,0,0,0,0,292324,292296,1258,627.395,292296,99.9487,ok
BBMSCore,138,154,63,9702,777.877,1316488,0,1316488,0,0,0,0,0,0,0,-1,9702,100,ok
BBMSInter,138,154,63,9702,777.877,14884,90062,104946,19040,0,0,0,0,0,0,-1,9702,100,ok
BBMSDppInstant,138,154,63,9702,777.877,14884,44072,58956,19040,920,8161,920,0,0,0,-1,9702,100,ok
BBMSDppStepwise,138,154,63,9702,777.877,14884,44072,58956,19040,920,6468,5112,0,0,0,-1,9702,100,ok
DijkstraPrims,138,154,63,9702,777.877,0,0,0,0,0,0,0,1140,1059,97,74.3975,1059,10.9153,ok
BBMSCore,139,154,2142,329868,11961.6,322132078,0,322132078,0,0,0,0,0,0,0,-1,329868,100,ok
BBMSInter,139,154,2142,329868,11961.6,603650,4294453,4898103,657042,0,0,0,0,0,0,-1,329868,100,ok
BBMSDppInstant,139,154,2142,329868,11961.6,603650,1387465,1991115,657042,11795,111638,11795,0,0,0,-1,329868,100,ok
BBMSDppStepwise,139,154,2142,329868,11961.6,603650,1387465,1991115,657042,11795,99719,86153,0,0,0,-1,329868,100,ok
DijkstraPrims,139,154,2142,329868,11961.6,0,0,0,0,0,0,0,71453,69889,1755,1127.35,69889,21.187,ok
BBMSCore,140,1128,1191,1343448,4777.21,2137719610,0,2137719610,0,0,0,0,0,0,0,-1,1343448,100,ok
BBMSInter,140,1128,1191,1343448,4777.21,2523814,19939908,22463722,2684439,0,0,0,0,0,0,-1,1343448,100,ok
BBMSDppInstant,140,1128,1191,1343448,4777.21,2523814,5602010,8125824,2684439,19629,213866,19629,0,0,0,-1,1343448,100,ok
BBMSDppStepwise,140,1128,1191,1343448,4777.21,2523814,5602010,8125824,2684439,19629,128905,104814,0,0,0,-1,1343448,100,ok
DijkstraPrims,140,1128,1191,1343448,4777.21,0,0,0,0,0,0,0,278915,276883,2092,1484.17,276883,20.6099,ok
BBMSCore,141,1128,185,208680,36518.5,117910666,0,117910666,0,0,0,0,0,0,0,-1,208680,100,ok
BBMSInter,141,1128,185,208680,36518.5,386932,1181328,1568260,415946,0,0,0,0,0,0,-1,208680,100,ok
BBMSDppInstant,141,1128,185,208680,36518.5,386932,871167,1258099,415946,2426,70862,2426,0,0,0,-1,208680,100,ok
BBMSDppStepwise,141,1128,185,208680,36518.5,386932,871167,1258099,415946,2426,18884,12764,0,0,0,-1,208680,100,ok
DijkstraPrims,141,1128,185,208680,36518.5,0,0,0,0,0,0,0,32841,31680,1314,1165.78,31680,15.1811,ok
BBMSCore,142,1128,313,353064,44997.1,199201468,0,199201468,0,0,0,0,0,0,0,-1,353064,100,ok
BBMSInter,142,1128,313,353064,44997.1,644126,2860383,3504509,704687,0,0,0,0,0,0,-1,353064,100,ok
BBMSDppInstant,142,1128,313,353064,44997.1,644126,1495178,2139304,704687,7474,57596,7474,0,0,0,-1,353064,100,ok
BBMSDppStepwise,142,1128,313,353064,44997.1,644126,1495178,2139304,704687,7474,41962,31556,0,0,0,-1,353064,100,ok
DijkstraPrims,142,1128,313,353064,44997.1,0,0,0,0,0,0,0,57258,56296,1469,1297.01,56296,15.945,ok
BBMSCore,143,1128,1380,1556640,35850,3841775196,0,3841775196,0,0,0,0,0,0,0,-1,1556640,100,ok
BBMSInter,143,1128,1380,1556640,35850,2865964,31665667,34531631,3110772,0,0,0,0,0,0,-1,1556640,100,ok
BBMSDppInstant,143,1128,1380,1556640,35850,2865964,6579984,9445948,3110772,22099,366226,22099,0,0,0,-1,1556640,100,ok
BBMSDppStepwise,143,1128,1380,1556640,35850,2865964,6579984,9445948,3110772,22099,140565,101285,0,0,0,-1,1556640,100,ok
DijkstraPrims,143,1128,1380,1556640,35850,0,0,0,0,0,0,0,305161,304180,2068,1370.92,304180,19.5408,ok
BBMSCore,144,1128,1118,1261104,124835,2453296418,0,2453296418,0,0,0,0,0,0,0,-1,1261104,100,ok
BBMSInter,144,1128,1118,1261104,124835,2382308,27230004,29612312,2519844,0,0,0,0,0,0,-1,1261104,100,ok
BBMSDppInstant,144,1128,1118,1261104,124835,2382308,5238549,7620857,2519844,41728,256458,41728,0,0,0,-1,1261104,100,ok
BBMSDppStepwise,144,1128,1118,1261104,124835,2382308,5238549,7620857,2519844,41728,179230,134032,0,0,0,-1,1261104,100,ok
DijkstraPrims,144,1128,1118,1261104,124835,0,0,0,0,0,0,0,65159,62981,2286,1389.19,62981,4.99412,ok
BBMSCore,145,1128,58,65424,29246.4,42070908,0,42070908,0,0,0,0,0,0,0,-1,65424,100,ok
